UserID,ItemID,Timestamp,Rating
7e15dd71461ea0e3137c8c7bae35401b6e2eab2db8d049b43eb23f457f8f8f08,81b5236532821900257fa8e0cec2e13f0d472ec0b0501c4df64c564e369867de,2015-09-03 09:14:39,3
a04c3bae15caee648e86e9a375ea438ae6072e3a67b2c0d2de612d196ef82d18,f9e7446848cd4318604f0767371e9639a6e3a50dba5645752972dfe710b65bff,2015-10-11 16:29:07,1
bd692e06887d314a2c29e6137475171c99dc93f4d24036010af3dc69cc8c306d,71ce3cb0b47ed6a7124c76ae31dbce3a3e51ea0091b2da3b5464e189fb5ec4e5,2014-02-10 21:47:58,2
824f309033058a7d174bbe8b1b4bdc3ecf4bbfa0c40b630826be2799d8920f9e,73794bf04cb1824bfb5d8c6e4c871f88699c1a643836469818ea0a61a7d5e707,2010-08-15 23:23:53,4
35b8e4b8ec3fca866a38134d732aa80f7d510d7796d1e2f5aae403286ce5ef55,64499415b256db0d90c3851a8b57f17beafbc952d42c49240ed377547249dc9c,2015-01-05 12:02:07,3
9d9a7b6c6e7770102277238e72e704d27ed4491c0d37a9e9eb34fe7cbbdc4882,88703b971b334e83edb2ae39565cf4921bc6a488077b19016baa289cf93b5e76,2015-02-19 21:47:07,3
ff0c2cfcc84e6392d0c362e0bf6d6d90fec97c6062b43e83a6cb98604c6dcf48,fb722bc157041644feca7eafe254e600816c8dc97bb140314cbaf161be8d8862,2013-09-22 21:04:40,4
cad9713fd62b4040836f8b7926ea58e080d1261654297fbaa976a73545862ff2,208746ede0a7180da1a05ddcee26db828c96fab5c0b8da53aead2ead42da4069,2011-05-27 10:50:02,3
bb2dbb69c784b9261714b9ba3a4c90733120a0c98ac4c9df0f9a67d5dce9e118,bc259852ff4c44b5938b3facbd616289400218cda785e82a45a8af51c8125181,2014-06-04 09:59:04,3
4e66010b981856df07435e242d3fcdb2d3db53622372a9681b677ad1e96080e7,e67e7785f7e04d183caf105adf74152863347599d8a453a7e9c12d4621444bf7,2012-09-06 15:49:19,3
944c61988704a9ff12301bea2a5d04e6cfd8ba9f033b563a6003c468fc837916,44dd022afa83a8cfca46ac304aef02c3355bb262d11b3a5c7e956322a30ac1a1,2017-07-23 17:39:24,4
